BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_500.fq.bwamem.bam 1 238729 234058 437 0.998136 0.982264 0.9902 0.997188
ath_art_500.fq.bwamem.bam 2 238729 233985 415 0.99823 0.981866 0.990048 0.997252
ath_art_500.fq.bwamem.bam 3 238729 233851 392 0.998327 0.981209 0.989768 0.997304
ath_art_500.fq.bwamem.bam 4 238729 233793 367 0.998433 0.980861 0.989647 0.997382
ath_art_500.fq.bwamem.bam 5 238729 233073 348 0.998509 0.977766 0.988138 0.997264
ath_art_500.fq.bwamem.bam 10 238729 232868 287 0.998769 0.976651 0.98771 0.99744
ath_art_500.fq.bwamem.bam 15 238729 232007 258 0.998889 0.972923 0.985906 0.997323
ath_art_500.fq.bwamem.bam 20 238729 231718 204 0.99912 0.971486 0.985303 0.997451
ath_art_500.fq.bwamem.bam 25 238729 230957 156 0.999325 0.968098 0.983712 0.997432
ath_art_500.fq.bwamem.bam 30 238729 230321 133 0.999423 0.965337 0.98238 0.997351
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_500.fq.sr.bam 0 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 1 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 2 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 3 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 4 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 5 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 10 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 15 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 20 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 25 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
ath_art_500.fq.sr.bam 30 238729 235830 1679 0.992931 0.99489 0.993911 0.993046
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_500.fq.star.bam 0 238729 235080 733 0.996892 0.987785 0.992339 0.996352
ath_art_500.fq.star.bam 1 238729 234973 670 0.997157 0.987073 0.992115 0.996558
ath_art_500.fq.star.bam 2 238729 234609 592 0.997483 0.985222 0.991353 0.996753
ath_art_500.fq.star.bam 3 238729 234609 592 0.997483 0.985222 0.991353 0.996753
ath_art_500.fq.star.bam 4 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 5 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 10 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 15 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 20 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 25 238729 232143 248 0.998933 0.973451 0.986192 0.997397
ath_art_500.fq.star.bam 30 238729 232143 248 0.998933 0.973451 0.986192 0.997397
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.soap.bam 0 1194540 1157641 10328 0.991157 0.977756 0.984456 0.990359
ath_art_200.fq.soap.bam 1 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 2 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 3 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 4 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 5 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 10 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 15 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 20 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 25 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
ath_art_200.fq.soap.bam 30 1194540 1139808 17 0.999985 0.954196 0.977091 0.99717
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.bt2.bam 0 1194540 1184091 10441 0.991259 0.999993 0.995626 0.991769
ath_art_200.fq.bt2.bam 1 1194540 1184091 10441 0.991259 0.999993 0.995626 0.991769
ath_art_200.fq.bt2.bam 2 1194540 1165736 39 0.999967 0.97592 0.987944 0.99852
ath_art_200.fq.bt2.bam 3 1194540 1165736 39 0.999967 0.97592 0.987944 0.99852
ath_art_200.fq.bt2.bam 4 1194540 1165736 39 0.999967 0.97592 0.987944 0.99852
ath_art_200.fq.bt2.bam 5 1194540 1165736 39 0.999967 0.97592 0.987944 0.99852
ath_art_200.fq.bt2.bam 10 1194540 1148447 5 0.999996 0.961418 0.980707 0.997641
ath_art_200.fq.bt2.bam 15 1194540 1141246 3 0.999997 0.955388 0.977693 0.997258
ath_art_200.fq.bt2.bam 20 1194540 1127792 1 0.999999 0.944123 0.972061 0.99653
ath_art_200.fq.bt2.bam 25 1194540 1115208 1 0.999999 0.933589 0.966794 0.995832
ath_art_200.fq.bt2.bam 30 1194540 1093945 0 1 0.915788 0.957894 0.99462
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.bwamem.bam 0 1194540 1183992 10544 0.991173 0.999997 0.995585 0.991688
ath_art_200.fq.bwamem.bam 1 1194540 1165216 16 0.999986 0.975465 0.987726 0.99851
ath_art_200.fq.bwamem.bam 2 1194540 1164904 15 0.999987 0.975203 0.987595 0.998494
ath_art_200.fq.bwamem.bam 3 1194540 1164555 13 0.999989 0.974909 0.987449 0.998478
ath_art_200.fq.bwamem.bam 4 1194540 1163962 12 0.99999 0.974412 0.987201 0.998448
ath_art_200.fq.bwamem.bam 5 1194540 1162827 10 0.999991 0.97346 0.986725 0.99839
ath_art_200.fq.bwamem.bam 10 1194540 1154503 0 1 0.966483 0.983241 0.997964
ath_art_200.fq.bwamem.bam 15 1194540 1153889 0 1 0.965969 0.982984 0.997932
ath_art_200.fq.bwamem.bam 20 1194540 1144736 0 1 0.958307 0.979154 0.997447
ath_art_200.fq.bwamem.bam 25 1194540 1143514 0 1 0.957284 0.978642 0.997382
ath_art_200.fq.bwamem.bam 30 1194540 1135426 0 1 0.950513 0.975256 0.996947
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.star.bam 0 1194540 1188567 4591 0.996152 0.998843 0.997498 0.99631
ath_art_200.fq.star.bam 1 1194540 1187171 3905 0.996721 0.9971 0.996911 0.996743
ath_art_200.fq.star.bam 2 1194540 1183057 2915 0.997542 0.992827 0.995185 0.997263
ath_art_200.fq.star.bam 3 1194540 1183057 2915 0.997542 0.992827 0.995185 0.997263
ath_art_200.fq.star.bam 4 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 5 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 10 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 15 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 20 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 25 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
ath_art_200.fq.star.bam 30 1194540 1165221 14 0.999988 0.975468 0.987728 0.998512
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.bwaaln.bam 0 1194540 1183866 10645 0.991088 0.999976 0.995532 0.991606
ath_art_200.fq.bwaaln.bam 1 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 2 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 3 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 4 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 5 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 10 1194540 1165696 15 0.999987 0.975866 0.987926 0.998535
ath_art_200.fq.bwaaln.bam 15 1194540 1165550 15 0.999987 0.975744 0.987865 0.998528
ath_art_200.fq.bwaaln.bam 20 1194540 1164113 11 0.999991 0.974537 0.987264 0.998457
ath_art_200.fq.bwaaln.bam 25 1194540 1155015 0 1 0.966912 0.983456 0.997991
ath_art_200.fq.bwaaln.bam 30 1194540 1155013 0 1 0.96691 0.983455 0.997991
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_200.fq.sr.bam 0 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 1 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 2 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 3 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 4 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 5 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 10 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 15 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 20 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 25 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
ath_art_200.fq.sr.bam 30 1194540 1184010 10486 0.991221 0.999963 0.995592 0.991731
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.soap.bam 0 2389464 2258676 36011 0.984307 0.960335 0.972321 0.982864
ath_art_100.fq.soap.bam 1 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 2 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 3 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 4 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 5 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 10 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 15 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 20 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 25 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
ath_art_100.fq.soap.bam 30 2389464 2208611 181 0.999918 0.924388 0.962153 0.995135
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.bwamem.bam 0 2389464 2351757 37694 0.984225 0.999995 0.99211 0.985139
ath_art_100.fq.bwamem.bam 1 2389464 2296790 179 0.999922 0.96129 0.980606 0.997564
ath_art_100.fq.bwamem.bam 2 2389464 2296279 165 0.999928 0.961071 0.9805 0.997556
ath_art_100.fq.bwamem.bam 3 2389464 2294671 141 0.999939 0.960388 0.980163 0.997523
ath_art_100.fq.bwamem.bam 4 2389464 2293560 134 0.999942 0.95992 0.979931 0.997496
ath_art_100.fq.bwamem.bam 5 2389464 2291543 117 0.999949 0.959069 0.979509 0.997448
ath_art_100.fq.bwamem.bam 10 2389464 2265296 20 0.999991 0.948044 0.974017 0.996778
ath_art_100.fq.bwamem.bam 15 2389464 2250342 8 0.999996 0.94178 0.970888 0.996373
ath_art_100.fq.bwamem.bam 20 2389464 2248509 8 0.999996 0.941013 0.970504 0.996322
ath_art_100.fq.bwamem.bam 25 2389464 2238376 7 0.999997 0.936772 0.968384 0.996043
ath_art_100.fq.bwamem.bam 30 2389464 2208559 5 0.999998 0.924293 0.962146 0.995203
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.bwaaln.bam 0 2389464 2350678 37582 0.984264 0.999496 0.99188 0.985147
ath_art_100.fq.bwaaln.bam 1 2389464 2298640 184 0.99992 0.962067 0.980994 0.997611
ath_art_100.fq.bwaaln.bam 2 2389464 2298640 184 0.99992 0.962067 0.980994 0.997611
ath_art_100.fq.bwaaln.bam 3 2389464 2298640 184 0.99992 0.962067 0.980994 0.997611
ath_art_100.fq.bwaaln.bam 4 2389464 2298640 184 0.99992 0.962067 0.980994 0.997611
ath_art_100.fq.bwaaln.bam 5 2389464 2298640 184 0.99992 0.962067 0.980994 0.997611
ath_art_100.fq.bwaaln.bam 10 2389464 2298570 182 0.999921 0.962037 0.980979 0.99761
ath_art_100.fq.bwaaln.bam 15 2389464 2296424 136 0.999941 0.961119 0.98053 0.997571
ath_art_100.fq.bwaaln.bam 20 2389464 2287589 63 0.999972 0.957391 0.978681 0.997363
ath_art_100.fq.bwaaln.bam 25 2389464 2254657 1 1 0.943583 0.971791 0.996495
ath_art_100.fq.bwaaln.bam 30 2389464 2252663 0 1 0.942748 0.971374 0.99644
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.sr.bam 0 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 1 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 2 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 3 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 4 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 5 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 10 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 15 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 20 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 25 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
ath_art_100.fq.sr.bam 30 2389464 2339011 38568 0.983778 0.995026 0.989402 0.984433
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.star.bam 0 2389464 2363544 20895 0.991237 0.997897 0.994567 0.991626
ath_art_100.fq.star.bam 1 2389464 2356696 15523 0.993456 0.992783 0.993119 0.993416
ath_art_100.fq.star.bam 2 2389464 2343157 9695 0.995879 0.984678 0.990279 0.995213
ath_art_100.fq.star.bam 3 2389464 2343157 9695 0.995879 0.984678 0.990279 0.995213
ath_art_100.fq.star.bam 4 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 5 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 10 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 15 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 20 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 25 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
ath_art_100.fq.star.bam 30 2389464 2298306 199 0.999913 0.961933 0.980923 0.997596
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_100.fq.bt2.bam 0 2389464 2351450 37720 0.984212 0.999877 0.992044 0.98512
ath_art_100.fq.bt2.bam 1 2389464 2351433 37676 0.98423 0.999851 0.992041 0.985135
ath_art_100.fq.bt2.bam 2 2389464 2299841 431 0.999813 0.962673 0.981243 0.997549
ath_art_100.fq.bt2.bam 3 2389464 2299835 394 0.999829 0.962655 0.981242 0.997563
ath_art_100.fq.bt2.bam 4 2389464 2299833 392 0.99983 0.962653 0.981241 0.997564
ath_art_100.fq.bt2.bam 5 2389464 2299833 392 0.99983 0.962653 0.981241 0.997564
ath_art_100.fq.bt2.bam 10 2389464 2260892 82 0.999964 0.946226 0.973095 0.996635
ath_art_100.fq.bt2.bam 15 2389464 2243748 37 0.999984 0.939033 0.969508 0.99618
ath_art_100.fq.bt2.bam 20 2389464 2209423 18 0.999992 0.92466 0.962326 0.995223
ath_art_100.fq.bt2.bam 25 2389464 2183061 7 0.999997 0.913622 0.95681 0.994467
ath_art_100.fq.bt2.bam 30 2389464 2137960 0 1 0.894745 0.947372 0.993128
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.soap.bam 0 4779101 3919377 131793 0.967468 0.847685 0.907577 0.959493
ath_art_50.fq.soap.bam 1 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 2 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 3 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 4 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 5 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 10 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 15 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 20 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 25 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
ath_art_50.fq.soap.bam 30 4779101 3788413 4164 0.998902 0.793575 0.896238 0.983927
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.bt2.bam 0 4779101 4222191 145387 0.966712 0.913891 0.940302 0.963436
ath_art_50.fq.bt2.bam 1 4779101 4216825 140144 0.967835 0.911671 0.939753 0.96434
ath_art_50.fq.bt2.bam 2 4779101 4080653 8062 0.998028 0.855541 0.926785 0.988345
ath_art_50.fq.bt2.bam 3 4779101 4079907 7444 0.998179 0.855255 0.926717 0.988462
ath_art_50.fq.bt2.bam 4 4779101 4079143 7072 0.998269 0.855018 0.926643 0.988527
ath_art_50.fq.bt2.bam 5 4779101 4078829 7041 0.998277 0.854945 0.926611 0.988528
ath_art_50.fq.bt2.bam 10 4779101 4014400 2629 0.999346 0.840541 0.919944 0.988362
ath_art_50.fq.bt2.bam 15 4779101 3963676 2079 0.999476 0.829812 0.914644 0.987598
ath_art_50.fq.bt2.bam 20 4779101 3904376 1704 0.999564 0.817325 0.908444 0.986624
ath_art_50.fq.bt2.bam 25 4779101 3811935 868 0.999772 0.797808 0.89879 0.985103
ath_art_50.fq.bt2.bam 30 4779101 3772191 822 0.999782 0.789482 0.894632 0.984358
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.bwaaln.bam 0 4779101 4393652 147711 0.967474 0.950255 0.958865 0.966444
ath_art_50.fq.bwaaln.bam 1 4779101 4245650 4640 0.998908 0.889349 0.944128 0.991722
ath_art_50.fq.bwaaln.bam 2 4779101 4245649 4638 0.998909 0.889349 0.944129 0.991722
ath_art_50.fq.bwaaln.bam 3 4779101 4245640 4632 0.99891 0.889346 0.944128 0.991723
ath_art_50.fq.bwaaln.bam 4 4779101 4245600 4617 0.998914 0.889334 0.944124 0.991726
ath_art_50.fq.bwaaln.bam 5 4779101 4245485 4558 0.998928 0.889298 0.944113 0.991736
ath_art_50.fq.bwaaln.bam 10 4779101 4242461 3809 0.999103 0.888508 0.943805 0.991841
ath_art_50.fq.bwaaln.bam 15 4779101 4229328 2568 0.999393 0.8855 0.942446 0.991888
ath_art_50.fq.bwaaln.bam 20 4779101 4201044 1555 0.99963 0.87937 0.9395 0.991653
ath_art_50.fq.bwaaln.bam 25 4779101 4102380 594 0.999855 0.858524 0.92919 0.990266
ath_art_50.fq.bwaaln.bam 30 4779101 3645849 97 0.999973 0.762894 0.881433 0.982021
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.bwamem.bam 0 4779101 4501527 156823 0.966335 0.974734 0.970535 0.966825
ath_art_50.fq.bwamem.bam 1 4779101 4328815 5809 0.99866 0.906996 0.952828 0.992758
ath_art_50.fq.bwamem.bam 2 4779101 4324849 5468 0.998737 0.906094 0.952415 0.992766
ath_art_50.fq.bwamem.bam 3 4779101 4321376 5127 0.998815 0.905296 0.952055 0.992782
ath_art_50.fq.bwamem.bam 4 4779101 4316392 4749 0.998901 0.904174 0.951538 0.992783
ath_art_50.fq.bwamem.bam 5 4779101 4310285 4424 0.998975 0.902829 0.950902 0.992756
ath_art_50.fq.bwamem.bam 10 4779101 4273734 2869 0.999329 0.894855 0.947092 0.992513
ath_art_50.fq.bwamem.bam 15 4779101 4191927 1655 0.999605 0.877483 0.938544 0.991488
ath_art_50.fq.bwamem.bam 20 4779101 4153560 1278 0.999692 0.869376 0.934534 0.990954
ath_art_50.fq.bwamem.bam 25 4779101 4136053 1121 0.999729 0.86568 0.932705 0.990705
ath_art_50.fq.bwamem.bam 30 4779101 4085316 903 0.999779 0.855018 0.927399 0.98992
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.sr.bam 0 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 1 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 2 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 3 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 4 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 5 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 10 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 15 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 20 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 25 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
ath_art_50.fq.sr.bam 30 4779101 4277234 169860 0.961804 0.930529 0.946167 0.959906
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
ath_art_50.fq.star.bam 0 4779101 4620087 98697 0.979084 0.987379 0.983232 0.979568
ath_art_50.fq.star.bam 1 4779101 4595805 69462 0.985111 0.976181 0.980646 0.984581
ath_art_50.fq.star.bam 2 4779101 4554345 41309 0.991011 0.961615 0.976313 0.989232
ath_art_50.fq.star.bam 3 4779101 4554345 41309 0.991011 0.961615 0.976313 0.989232
ath_art_50.fq.star.bam 4 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 5 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 10 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 15 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 20 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 25 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
ath_art_50.fq.star.bam 30 4779101 4436703 7309 0.998355 0.929885 0.96412 0.994049
